customer_id,industry,company_size,lead_source,inquiry_type,contact_count,days_since_contact,stage,contracted
A02223,日用品,小規模,展示会,情報収集,4,23,接触済,0
A02224,食品,大規模,営業開拓,資料請求,0,81,未接触,0
A02225,研究開発,中規模,展示会,サンプル依頼,1,109,接触済,0
A02226,日用品,小規模,紹介,資料請求,2,119,接触済,0
A02227,その他,中規模,営業開拓,サンプル依頼,4,61,接触済,0
A02228,食品,小規模,紹介,サンプル依頼,3,116,接触済,0
A02229,化粧品,小規模,営業開拓,資料請求,4,24,接触済,0
A02230,その他,小規模,営業開拓,サンプル依頼,4,7,契約,1
A02231,その他,中規模,営業開拓,見積依頼,0,58,未接触,0
A02232,化粧品,大規模,営業開拓,資料請求,3,25,接触済,0
A02233,化粧品,小規模,Web問い合わせ,サンプル依頼,1,84,接触済,0
A02234,食品,中規模,営業開拓,サンプル依頼,3,21,契約,1
A02235,化粧品,中規模,展示会,情報収集,0,97,未接触,0
A02236,日用品,小規模,Web問い合わせ,資料請求,1,112,接触済,0
A02237,その他,中規模,紹介,情報収集,3,104,接触済,0
A02238,食品,大規模,営業開拓,情報収集,2,57,接触済,0
A02239,食品,中規模,紹介,資料請求,3,10,接触済,0
A02240,食品,小規模,Web問い合わせ,見積依頼,3,10,接触済,0
A02241,研究開発,中規模,Web問い合わせ,サンプル依頼,3,105,接触済,0
A02242,化粧品,小規模,Web問い合わせ,情報収集,6,9,接触済,0
A02243,化粧品,中規模,紹介,サンプル依頼,0,102,未接触,0
A02244,研究開発,中規模,営業開拓,サンプル依頼,3,58,接触済,0
A02245,日用品,小規模,Web問い合わせ,見積依頼,3,51,接触済,0
A02246,化粧品,中規模,紹介,サンプル依頼,5,108,接触済,0
A02247,食品,小規模,Web問い合わせ,サンプル依頼,5,91,接触済,0
A02248,日用品,小規模,Web問い合わせ,見積依頼,2,20,接触済,0
A02249,化粧品,小規模,展示会,資料請求,2,108,接触済,0
A02250,研究開発,大規模,紹介,資料請求,0,110,未接触,0
A02251,研究開発,中規模,展示会,情報収集,1,66,接触済,0
A02252,食品,中規模,営業開拓,資料請求,3,68,接触済,0
A02253,研究開発,小規模,紹介,見積依頼,4,0,契約,1
A02254,化粧品,小規模,展示会,情報収集,3,22,契約,1
A02255,研究開発,小規模,Web問い合わせ,資料請求,2,92,接触済,0
A02256,化粧品,小規模,営業開拓,サンプル依頼,2,57,接触済,0
A02257,その他,小規模,Web問い合わせ,情報収集,2,60,接触済,0
A02258,食品,中規模,Web問い合わせ,サンプル依頼,3,119,接触済,0
A02259,その他,小規模,Web問い合わせ,資料請求,3,86,接触済,0
A02260,その他,大規模,Web問い合わせ,資料請求,2,21,接触済,0
A02261,化粧品,小規模,営業開拓,見積依頼,1,67,接触済,0
A02262,化粧品,中規模,Web問い合わせ,資料請求,1,5,接触済,0
A02263,化粧品,中規模,営業開拓,サンプル依頼,2,39,接触済,0
A02264,化粧品,中規模,営業開拓,情報収集,3,105,接触済,0
A02265,研究開発,大規模,Web問い合わせ,資料請求,2,8,接触済,0
A02266,化粧品,中規模,展示会,見積依頼,3,23,接触済,0
A02267,食品,小規模,営業開拓,見積依頼,2,108,接触済,0
A02268,食品,大規模,Web問い合わせ,情報収集,3,78,接触済,0
A02269,その他,中規模,Web問い合わせ,情報収集,1,2,接触済,0
A02270,食品,大規模,Web問い合わせ,見積依頼,1,91,接触済,0
A02271,化粧品,大規模,営業開拓,資料請求,3,7,接触済,0
A02272,食品,中規模,営業開拓,見積依頼,2,76,接触済,0
A02273,食品,小規模,Web問い合わせ,資料請求,5,83,接触済,0
A02274,その他,小規模,展示会,サンプル依頼,1,9,接触済,0
A02275,食品,小規模,営業開拓,情報収集,0,37,未接触,0
A02276,日用品,中規模,営業開拓,見積依頼,1,20,接触済,0
A02277,その他,小規模,Web問い合わせ,情報収集,6,99,接触済,0
A02278,食品,小規模,紹介,資料請求,0,76,未接触,0
A02279,食品,中規模,紹介,見積依頼,4,66,接触済,0
A02280,その他,小規模,営業開拓,情報収集,1,58,接触済,0
A02281,化粧品,中規模,展示会,資料請求,4,43,契約,1
A02282,その他,中規模,Web問い合わせ,資料請求,0,37,未接触,0
A02283,食品,中規模,Web問い合わせ,見積依頼,2,17,接触済,0
A02284,化粧品,中規模,紹介,資料請求,3,64,接触済,0
A02285,研究開発,小規模,Web問い合わせ,サンプル依頼,1,115,接触済,0
A02286,その他,中規模,紹介,見積依頼,1,23,接触済,0
A02287,化粧品,小規模,営業開拓,サンプル依頼,5,76,契約,1
A02288,食品,大規模,展示会,見積依頼,1,73,接触済,0
A02289,化粧品,大規模,Web問い合わせ,見積依頼,3,7,商談,0
A02290,食品,大規模,営業開拓,見積依頼,1,11,接触済,0
A02291,その他,小規模,紹介,情報収集,2,36,接触済,0
A02292,化粧品,中規模,展示会,サンプル依頼,0,39,未接触,0
A02293,日用品,中規模,展示会,情報収集,4,23,接触済,0
A02294,その他,小規模,営業開拓,サンプル依頼,1,48,接触済,0
A02295,その他,中規模,Web問い合わせ,情報収集,4,29,接触済,0
A02296,その他,大規模,展示会,資料請求,3,80,接触済,0
A02297,食品,小規模,展示会,見積依頼,1,41,接触済,0
A02298,化粧品,中規模,Web問い合わせ,資料請求,2,24,接触済,0
A02299,化粧品,小規模,紹介,情報収集,1,115,接触済,0
A02300,化粧品,小規模,営業開拓,サンプル依頼,3,94,接触済,0
A02301,日用品,中規模,営業開拓,資料請求,2,17,接触済,0
A02302,食品,小規模,営業開拓,サンプル依頼,5,66,接触済,0
A02303,その他,中規模,展示会,見積依頼,2,58,接触済,0
A02304,食品,小規模,営業開拓,サンプル依頼,2,118,接触済,0
A02305,研究開発,小規模,展示会,サンプル依頼,1,85,契約,1
A02306,日用品,小規模,営業開拓,サンプル依頼,3,55,接触済,0
A02307,日用品,大規模,展示会,情報収集,2,9,接触済,0
A02308,食品,小規模,展示会,資料請求,3,18,接触済,0
A02309,その他,小規模,展示会,資料請求,1,101,接触済,0
A02310,化粧品,中規模,Web問い合わせ,情報収集,2,39,接触済,0
A02311,食品,小規模,営業開拓,資料請求,4,37,接触済,0
A02312,食品,小規模,展示会,情報収集,2,0,接触済,0
A02313,化粧品,小規模,営業開拓,資料請求,3,99,接触済,0
A02314,化粧品,小規模,Web問い合わせ,サンプル依頼,2,90,接触済,0
A02315,食品,中規模,営業開拓,情報収集,4,110,接触済,0
A02316,研究開発,中規模,Web問い合わせ,情報収集,3,45,接触済,0
A02317,研究開発,中規模,紹介,資料請求,2,105,接触済,0
A02318,化粧品,小規模,営業開拓,情報収集,9,113,接触済,0
A02319,化粧品,小規模,展示会,情報収集,3,91,接触済,0
A02320,食品,小規模,Web問い合わせ,情報収集,4,113,接触済,0
A02321,日用品,中規模,Web問い合わせ,情報収集,0,45,未接触,0
A02322,日用品,小規模,営業開拓,見積依頼,3,81,接触済,0
A02323,化粧品,小規模,Web問い合わせ,サンプル依頼,1,75,接触済,0
A02324,化粧品,中規模,営業開拓,資料請求,1,67,接触済,0
A02325,日用品,小規模,展示会,資料請求,1,66,契約,1
A02326,食品,小規模,Web問い合わせ,情報収集,0,85,未接触,0
A02327,日用品,小規模,Web問い合わせ,情報収集,3,68,接触済,0
A02328,研究開発,小規模,紹介,情報収集,2,70,接触済,0
A02329,その他,中規模,Web問い合わせ,情報収集,1,95,接触済,0
A02330,食品,小規模,営業開拓,資料請求,1,50,接触済,0
A02331,化粧品,中規模,営業開拓,資料請求,4,19,接触済,0
A02332,化粧品,中規模,紹介,サンプル依頼,3,4,商談,0
A02333,その他,中規模,展示会,資料請求,2,81,接触済,0
A02334,化粧品,小規模,営業開拓,サンプル依頼,2,86,接触済,0
A02335,日用品,中規模,Web問い合わせ,資料請求,4,74,接触済,0
A02336,化粧品,小規模,営業開拓,サンプル依頼,2,54,接触済,0
A02337,化粧品,中規模,営業開拓,資料請求,1,2,接触済,0
A02338,食品,小規模,Web問い合わせ,見積依頼,3,23,接触済,0
A02339,化粧品,小規模,Web問い合わせ,情報収集,4,26,接触済,0
A02340,日用品,中規模,Web問い合わせ,情報収集,6,55,接触済,0
A02341,研究開発,中規模,Web問い合わせ,サンプル依頼,2,41,接触済,0
A02342,日用品,中規模,展示会,情報収集,2,25,接触済,0
A02343,その他,小規模,紹介,資料請求,5,16,接触済,0
A02344,日用品,中規模,Web問い合わせ,情報収集,0,111,未接触,0
A02345,その他,小規模,Web問い合わせ,見積依頼,3,104,接触済,0
A02346,その他,中規模,展示会,見積依頼,0,11,未接触,0
A02347,化粧品,中規模,展示会,情報収集,2,91,接触済,0
A02348,化粧品,中規模,展示会,見積依頼,3,106,接触済,0
A02349,日用品,大規模,営業開拓,資料請求,3,75,接触済,0
A02350,日用品,小規模,Web問い合わせ,情報収集,2,120,接触済,0
A02351,日用品,中規模,紹介,情報収集,4,7,接触済,0
A02352,食品,中規模,展示会,見積依頼,3,9,接触済,0
A02353,化粧品,中規模,紹介,資料請求,1,37,接触済,0
A02354,食品,中規模,営業開拓,サンプル依頼,3,51,接触済,0
A02355,研究開発,小規模,展示会,資料請求,3,15,接触済,0
A02356,その他,大規模,営業開拓,資料請求,4,39,接触済,0
A02357,化粧品,小規模,展示会,サンプル依頼,0,59,未接触,0
A02358,日用品,小規模,紹介,見積依頼,3,31,接触済,0
A02359,日用品,大規模,Web問い合わせ,情報収集,2,49,接触済,0
A02360,食品,小規模,Web問い合わせ,情報収集,4,102,接触済,0
A02361,その他,中規模,Web問い合わせ,情報収集,1,25,接触済,0
A02362,食品,小規模,Web問い合わせ,見積依頼,1,68,接触済,0
A02363,研究開発,中規模,Web問い合わせ,サンプル依頼,8,65,接触済,0
A02364,食品,中規模,紹介,サンプル依頼,1,111,接触済,0
A02365,その他,小規模,展示会,資料請求,4,20,接触済,0
A02366,化粧品,大規模,営業開拓,情報収集,3,44,接触済,0
A02367,化粧品,小規模,紹介,サンプル依頼,2,91,接触済,0
A02368,食品,小規模,Web問い合わせ,資料請求,3,31,接触済,0
A02369,日用品,中規模,営業開拓,見積依頼,3,82,接触済,0
A02370,食品,小規模,営業開拓,情報収集,2,99,接触済,0
A02371,食品,小規模,展示会,見積依頼,0,43,契約,1
A02372,食品,中規模,営業開拓,見積依頼,4,29,契約,1
A02373,化粧品,大規模,Web問い合わせ,資料請求,2,84,接触済,0
A02374,化粧品,小規模,営業開拓,サンプル依頼,6,89,契約,1
A02375,日用品,小規模,Web問い合わせ,サンプル依頼,4,72,接触済,0
A02376,食品,中規模,Web問い合わせ,情報収集,7,53,接触済,0
A02377,化粧品,小規模,営業開拓,資料請求,1,98,契約,1
A02378,日用品,小規模,Web問い合わせ,サンプル依頼,2,90,接触済,0
A02379,日用品,中規模,Web問い合わせ,見積依頼,5,76,接触済,0
A02380,食品,中規模,Web問い合わせ,資料請求,1,69,接触済,0
A02381,日用品,中規模,営業開拓,見積依頼,1,50,接触済,0
A02382,日用品,中規模,Web問い合わせ,見積依頼,4,118,接触済,0
A02383,日用品,小規模,紹介,サンプル依頼,2,34,接触済,0
A02384,日用品,小規模,営業開拓,情報収集,4,8,接触済,0
A02385,化粧品,中規模,展示会,サンプル依頼,1,80,接触済,0
A02386,研究開発,大規模,営業開拓,見積依頼,2,7,接触済,0
A02387,食品,大規模,紹介,資料請求,1,63,契約,1
A02388,日用品,中規模,展示会,情報収集,2,63,接触済,0
A02389,その他,中規模,Web問い合わせ,サンプル依頼,2,113,接触済,0
A02390,食品,大規模,Web問い合わせ,情報収集,3,36,接触済,0
A02391,研究開発,大規模,展示会,見積依頼,0,79,未接触,0
A02392,化粧品,小規模,Web問い合わせ,情報収集,1,75,接触済,0
A02393,化粧品,中規模,展示会,見積依頼,3,53,接触済,0
A02394,その他,大規模,Web問い合わせ,情報収集,1,42,接触済,0
A02395,その他,中規模,紹介,資料請求,3,70,接触済,0
A02396,食品,中規模,営業開拓,サンプル依頼,3,62,接触済,0
A02397,日用品,小規模,営業開拓,サンプル依頼,3,19,接触済,0
A02398,研究開発,小規模,営業開拓,サンプル依頼,2,11,接触済,0
A02399,その他,中規模,紹介,資料請求,0,82,未接触,0
A02400,その他,小規模,Web問い合わせ,サンプル依頼,2,115,接触済,0
A02401,化粧品,中規模,Web問い合わせ,情報収集,1,96,接触済,0
A02402,その他,小規模,営業開拓,情報収集,2,1,接触済,0
A02403,食品,小規模,紹介,サンプル依頼,4,14,接触済,0
A02404,日用品,小規模,Web問い合わせ,サンプル依頼,3,30,接触済,0
A02405,食品,小規模,展示会,見積依頼,6,109,接触済,0
A02406,その他,小規模,営業開拓,情報収集,1,1,接触済,0
A02407,研究開発,中規模,紹介,資料請求,3,118,接触済,0
A02408,食品,中規模,紹介,情報収集,2,15,接触済,0
A02409,食品,小規模,紹介,サンプル依頼,1,47,接触済,0
A02410,日用品,大規模,展示会,情報収集,2,118,接触済,0
A02411,化粧品,小規模,営業開拓,サンプル依頼,3,24,接触済,0
A02412,日用品,小規模,Web問い合わせ,資料請求,3,87,接触済,0
A02413,化粧品,小規模,営業開拓,情報収集,5,44,接触済,0
A02414,日用品,中規模,展示会,サンプル依頼,2,107,接触済,0
A02415,食品,小規模,Web問い合わせ,情報収集,5,35,接触済,0
A02416,その他,小規模,Web問い合わせ,見積依頼,1,86,接触済,0
A02417,食品,小規模,営業開拓,資料請求,5,2,接触済,0
A02418,その他,小規模,紹介,サンプル依頼,2,28,接触済,0
A02419,その他,中規模,展示会,見積依頼,4,100,接触済,0
A02420,化粧品,小規模,紹介,サンプル依頼,3,18,商談,0
A02421,研究開発,小規模,Web問い合わせ,資料請求,2,47,接触済,0
A02422,食品,小規模,営業開拓,見積依頼,3,10,接触済,0
A02423,化粧品,小規模,展示会,情報収集,2,55,接触済,0
A02424,日用品,小規模,Web問い合わせ,見積依頼,6,115,接触済,0
A02425,化粧品,大規模,Web問い合わせ,見積依頼,1,43,接触済,0
A02426,研究開発,小規模,Web問い合わせ,見積依頼,2,111,接触済,0
A02427,食品,中規模,紹介,見積依頼,2,15,接触済,0
A02428,研究開発,小規模,Web問い合わせ,資料請求,3,48,接触済,0
A02429,その他,中規模,営業開拓,情報収集,2,93,接触済,0
A02430,食品,小規模,Web問い合わせ,資料請求,3,93,接触済,0
A02431,研究開発,小規模,営業開拓,見積依頼,2,91,接触済,0
A02432,日用品,中規模,営業開拓,情報収集,2,96,接触済,0
A02433,化粧品,大規模,Web問い合わせ,見積依頼,5,30,契約,1
A02434,その他,小規模,展示会,見積依頼,4,117,接触済,0
A02435,食品,中規模,Web問い合わせ,見積依頼,4,49,接触済,0
A02436,化粧品,小規模,展示会,資料請求,0,19,未接触,0
A02437,その他,中規模,展示会,サンプル依頼,4,98,接触済,0
A02438,その他,小規模,紹介,見積依頼,4,75,接触済,0
A02439,その他,小規模,Web問い合わせ,見積依頼,2,8,接触済,0
A02440,化粧品,中規模,展示会,サンプル依頼,0,63,未接触,0
A02441,その他,小規模,営業開拓,サンプル依頼,3,61,接触済,0
A02442,化粧品,小規模,営業開拓,見積依頼,2,15,契約,1
A02443,化粧品,小規模,展示会,資料請求,1,80,接触済,0
A02444,日用品,中規模,営業開拓,サンプル依頼,2,103,接触済,0
A02445,その他,中規模,営業開拓,資料請求,3,89,接触済,0
A02446,化粧品,中規模,営業開拓,サンプル依頼,0,85,未接触,0
A02447,食品,中規模,展示会,資料請求,0,90,未接触,0
A02448,化粧品,大規模,紹介,資料請求,4,12,商談,0
A02449,その他,中規模,Web問い合わせ,見積依頼,2,9,接触済,0
A02450,化粧品,中規模,営業開拓,資料請求,2,12,接触済,0
A02451,その他,小規模,展示会,サンプル依頼,3,110,接触済,0
A02452,食品,大規模,展示会,見積依頼,2,84,接触済,0
A02453,日用品,中規模,Web問い合わせ,見積依頼,3,32,接触済,0
A02454,食品,中規模,営業開拓,資料請求,4,54,接触済,0
A02455,日用品,小規模,営業開拓,資料請求,4,46,接触済,0
A02456,その他,小規模,Web問い合わせ,資料請求,5,55,接触済,0
A02457,その他,小規模,Web問い合わせ,サンプル依頼,0,120,未接触,0
A02458,その他,大規模,Web問い合わせ,資料請求,0,52,未接触,0
A02459,食品,小規模,Web問い合わせ,資料請求,2,19,接触済,0
A02460,化粧品,小規模,紹介,資料請求,6,95,接触済,0
A02461,日用品,中規模,紹介,見積依頼,3,69,契約,1
A02462,食品,小規模,Web問い合わせ,情報収集,2,52,接触済,0
A02463,研究開発,中規模,営業開拓,見積依頼,1,107,接触済,0
A02464,日用品,中規模,Web問い合わせ,見積依頼,4,73,接触済,0
A02465,日用品,中規模,展示会,見積依頼,3,18,接触済,0
A02466,化粧品,中規模,紹介,資料請求,3,90,接触済,0
A02467,研究開発,小規模,展示会,見積依頼,4,19,接触済,0
A02468,食品,小規模,紹介,資料請求,1,109,接触済,0
A02469,化粧品,中規模,Web問い合わせ,サンプル依頼,3,2,契約,1
A02470,その他,小規模,Web問い合わせ,資料請求,2,120,接触済,0
A02471,日用品,中規模,Web問い合わせ,資料請求,5,73,接触済,0
A02472,食品,小規模,営業開拓,サンプル依頼,3,91,接触済,0
A02473,その他,大規模,展示会,見積依頼,0,107,未接触,0
A02474,日用品,中規模,展示会,情報収集,3,23,接触済,0
A02475,日用品,小規模,紹介,資料請求,2,60,接触済,0
A02476,その他,小規模,Web問い合わせ,サンプル依頼,2,8,接触済,0
A02477,日用品,中規模,Web問い合わせ,情報収集,0,62,未接触,0
A02478,化粧品,大規模,展示会,情報収集,4,107,接触済,0
A02479,その他,中規模,営業開拓,情報収集,1,55,接触済,0
A02480,食品,中規模,営業開拓,資料請求,2,95,接触済,0
A02481,その他,中規模,Web問い合わせ,情報収集,1,20,接触済,0
A02482,食品,小規模,Web問い合わせ,情報収集,2,5,接触済,0
A02483,研究開発,中規模,営業開拓,情報収集,2,73,接触済,0
A02484,日用品,中規模,紹介,資料請求,2,54,接触済,0
A02485,食品,大規模,展示会,資料請求,5,50,接触済,0
A02486,研究開発,小規模,紹介,資料請求,3,84,接触済,0
A02487,食品,小規模,紹介,見積依頼,2,45,接触済,0
A02488,日用品,小規模,Web問い合わせ,見積依頼,3,83,接触済,0
A02489,研究開発,小規模,Web問い合わせ,サンプル依頼,5,66,接触済,0
A02490,日用品,大規模,展示会,資料請求,2,38,接触済,0
A02491,研究開発,小規模,営業開拓,情報収集,4,37,接触済,0
A02492,化粧品,小規模,紹介,情報収集,2,91,接触済,0
A02493,食品,小規模,Web問い合わせ,見積依頼,1,49,接触済,0
A02494,食品,小規模,営業開拓,資料請求,4,57,接触済,0
A02495,化粧品,小規模,営業開拓,資料請求,5,66,接触済,0
A02496,研究開発,中規模,展示会,サンプル依頼,3,16,接触済,0
A02497,食品,中規模,Web問い合わせ,見積依頼,8,7,接触済,0
A02498,研究開発,小規模,展示会,情報収集,4,103,接触済,0
A02499,その他,中規模,営業開拓,情報収集,3,47,接触済,0
A02500,日用品,小規模,Web問い合わせ,情報収集,5,70,契約,1
A02501,食品,中規模,営業開拓,サンプル依頼,1,74,接触済,0
A02502,化粧品,大規模,Web問い合わせ,サンプル依頼,4,27,契約,1
A02503,研究開発,中規模,営業開拓,サンプル依頼,0,83,未接触,0
A02504,研究開発,中規模,営業開拓,サンプル依頼,2,99,接触済,0
A02505,化粧品,小規模,営業開拓,資料請求,4,71,接触済,0
A02506,化粧品,小規模,展示会,資料請求,2,35,接触済,0
A02507,化粧品,大規模,Web問い合わせ,資料請求,2,87,接触済,0
A02508,研究開発,中規模,営業開拓,情報収集,1,67,接触済,0
A02509,食品,小規模,営業開拓,資料請求,3,82,接触済,0
A02510,その他,中規模,Web問い合わせ,資料請求,4,113,接触済,0
A02511,化粧品,大規模,展示会,資料請求,3,52,接触済,0
A02512,日用品,小規模,営業開拓,サンプル依頼,0,50,未接触,0
A02513,その他,中規模,紹介,資料請求,0,82,未接触,0
A02514,食品,小規模,紹介,資料請求,2,74,接触済,0
A02515,日用品,中規模,Web問い合わせ,見積依頼,3,34,接触済,0
A02516,研究開発,小規模,Web問い合わせ,情報収集,1,92,接触済,0
A02517,その他,大規模,Web問い合わせ,サンプル依頼,4,8,接触済,0
A02518,日用品,中規模,展示会,サンプル依頼,5,15,接触済,0
A02519,その他,小規模,Web問い合わせ,サンプル依頼,3,107,接触済,0
A02520,食品,小規模,展示会,情報収集,0,101,未接触,0
A02521,研究開発,大規模,紹介,見積依頼,5,82,商談,0
A02522,研究開発,小規模,Web問い合わせ,資料請求,3,70,接触済,0
A02523,化粧品,中規模,営業開拓,資料請求,2,11,接触済,0
A02524,化粧品,中規模,展示会,サンプル依頼,1,70,接触済,0
A02525,食品,中規模,営業開拓,見積依頼,1,101,接触済,0
A02526,日用品,中規模,展示会,サンプル依頼,6,85,接触済,0
A02527,その他,小規模,営業開拓,情報収集,1,72,接触済,0
A02528,食品,大規模,紹介,サンプル依頼,3,28,接触済,0
A02529,その他,小規模,Web問い合わせ,見積依頼,3,68,契約,1
A02530,食品,中規模,展示会,サンプル依頼,2,52,接触済,0
A02531,日用品,小規模,紹介,見積依頼,4,92,接触済,0
A02532,食品,中規模,営業開拓,サンプル依頼,3,21,接触済,0
A02533,その他,中規模,Web問い合わせ,情報収集,1,102,接触済,0
A02534,化粧品,大規模,展示会,サンプル依頼,3,78,接触済,0
A02535,食品,小規模,営業開拓,情報収集,1,63,接触済,0
A02536,化粧品,小規模,営業開拓,資料請求,4,53,接触済,0
A02537,日用品,中規模,紹介,サンプル依頼,1,51,接触済,0
A02538,研究開発,中規模,営業開拓,情報収集,3,115,接触済,0
A02539,日用品,小規模,営業開拓,資料請求,4,7,接触済,0
A02540,その他,大規模,Web問い合わせ,サンプル依頼,6,50,接触済,0
A02541,研究開発,小規模,Web問い合わせ,サンプル依頼,5,70,接触済,0
A02542,日用品,小規模,紹介,サンプル依頼,1,47,接触済,0
A02543,食品,小規模,展示会,情報収集,1,61,接触済,0
A02544,日用品,小規模,紹介,情報収集,3,41,接触済,0
A02545,化粧品,中規模,営業開拓,資料請求,3,21,接触済,0
A02546,化粧品,中規模,展示会,サンプル依頼,3,105,接触済,0
A02547,化粧品,中規模,Web問い合わせ,情報収集,2,73,契約,1
A02548,食品,小規模,展示会,情報収集,2,11,接触済,0
A02549,日用品,小規模,Web問い合わせ,サンプル依頼,2,8,接触済,0
A02550,研究開発,小規模,営業開拓,見積依頼,0,60,未接触,0
A02551,化粧品,中規模,Web問い合わせ,資料請求,2,104,接触済,0
A02552,その他,中規模,Web問い合わせ,サンプル依頼,1,107,接触済,0
A02553,食品,小規模,展示会,サンプル依頼,1,52,接触済,0
A02554,日用品,中規模,Web問い合わせ,見積依頼,3,3,接触済,0
A02555,食品,中規模,営業開拓,資料請求,3,38,接触済,0
A02556,研究開発,小規模,展示会,見積依頼,2,56,接触済,0
A02557,研究開発,大規模,Web問い合わせ,サンプル依頼,1,28,接触済,0
A02558,その他,小規模,展示会,資料請求,2,44,接触済,0
A02559,その他,大規模,紹介,見積依頼,2,86,接触済,0
A02560,化粧品,中規模,営業開拓,資料請求,3,104,接触済,0
A02561,研究開発,中規模,紹介,情報収集,3,71,接触済,0
A02562,その他,小規模,展示会,資料請求,3,49,接触済,0
A02563,化粧品,小規模,Web問い合わせ,情報収集,2,36,接触済,0
A02564,日用品,小規模,Web問い合わせ,情報収集,3,57,接触済,0
A02565,研究開発,中規模,紹介,サンプル依頼,1,114,接触済,0
A02566,化粧品,小規模,紹介,見積依頼,9,45,商談,0
A02567,食品,中規模,営業開拓,サンプル依頼,2,25,接触済,0
A02568,研究開発,中規模,展示会,情報収集,2,97,接触済,0
A02569,日用品,中規模,展示会,情報収集,5,4,接触済,0
A02570,その他,中規模,Web問い合わせ,見積依頼,2,88,接触済,0
A02571,化粧品,小規模,展示会,資料請求,2,18,契約,1
A02572,日用品,中規模,Web問い合わせ,資料請求,1,102,接触済,0
A02573,化粧品,中規模,営業開拓,情報収集,2,69,接触済,0
A02574,研究開発,小規模,Web問い合わせ,資料請求,1,58,接触済,0
A02575,その他,小規模,Web問い合わせ,見積依頼,5,111,接触済,0
A02576,化粧品,中規模,営業開拓,情報収集,0,93,未接触,0
A02577,日用品,小規模,Web問い合わせ,見積依頼,0,106,未接触,0
A02578,日用品,中規模,営業開拓,情報収集,4,5,接触済,0
A02579,食品,小規模,Web問い合わせ,資料請求,2,112,接触済,0
A02580,化粧品,中規模,展示会,情報収集,2,67,契約,1
A02581,化粧品,大規模,展示会,情報収集,2,11,接触済,0
A02582,食品,中規模,営業開拓,サンプル依頼,3,92,接触済,0
A02583,研究開発,中規模,Web問い合わせ,サンプル依頼,0,3,未接触,0
A02584,化粧品,小規模,展示会,情報収集,2,92,接触済,0
A02585,化粧品,大規模,営業開拓,情報収集,4,6,契約,1
A02586,化粧品,中規模,紹介,情報収集,1,106,接触済,0
A02587,研究開発,小規模,営業開拓,資料請求,6,100,接触済,0
A02588,食品,中規模,紹介,資料請求,3,77,接触済,0
A02589,化粧品,小規模,営業開拓,見積依頼,0,25,未接触,0
A02590,化粧品,小規模,展示会,情報収集,5,45,接触済,0
A02591,食品,小規模,Web問い合わせ,見積依頼,4,120,接触済,0
A02592,化粧品,中規模,営業開拓,見積依頼,2,113,接触済,0
A02593,化粧品,小規模,紹介,資料請求,3,112,接触済,0
A02594,化粧品,小規模,営業開拓,情報収集,1,116,接触済,0
A02595,研究開発,小規模,Web問い合わせ,情報収集,4,1,接触済,0
A02596,化粧品,小規模,Web問い合わせ,見積依頼,3,68,接触済,0
A02597,食品,小規模,Web問い合わせ,サンプル依頼,4,24,接触済,0
A02598,日用品,小規模,営業開拓,見積依頼,1,74,接触済,0
A02599,研究開発,中規模,営業開拓,資料請求,2,9,接触済,0
A02600,日用品,小規模,Web問い合わせ,サンプル依頼,1,23,接触済,0
A02601,日用品,大規模,Web問い合わせ,サンプル依頼,1,22,接触済,0
A02602,日用品,小規模,紹介,資料請求,5,72,接触済,0
A02603,研究開発,大規模,Web問い合わせ,情報収集,4,55,接触済,0
A02604,食品,中規模,展示会,見積依頼,3,48,契約,1
A02605,食品,中規模,営業開拓,見積依頼,6,22,接触済,0
A02606,日用品,小規模,Web問い合わせ,サンプル依頼,3,27,接触済,0
A02607,日用品,小規模,Web問い合わせ,資料請求,1,58,接触済,0
A02608,化粧品,小規模,営業開拓,資料請求,3,86,接触済,0
A02609,その他,中規模,営業開拓,見積依頼,4,29,接触済,0
A02610,食品,中規模,営業開拓,資料請求,3,14,接触済,0
A02611,化粧品,小規模,展示会,資料請求,0,2,未接触,0
A02612,研究開発,小規模,営業開拓,情報収集,2,96,契約,1
A02613,食品,小規模,Web問い合わせ,情報収集,4,29,接触済,0
A02614,化粧品,小規模,営業開拓,サンプル依頼,4,76,接触済,0
A02615,研究開発,小規模,Web問い合わせ,情報収集,2,112,接触済,0
A02616,化粧品,小規模,Web問い合わせ,情報収集,1,117,接触済,0
A02617,化粧品,小規模,営業開拓,サンプル依頼,4,17,接触済,0
A02618,食品,中規模,Web問い合わせ,サンプル依頼,4,62,接触済,0
A02619,その他,中規模,Web問い合わせ,サンプル依頼,2,46,契約,1
A02620,その他,小規模,紹介,サンプル依頼,1,30,接触済,0
A02621,食品,中規模,営業開拓,資料請求,5,110,接触済,0
A02622,その他,小規模,Web問い合わせ,情報収集,7,24,接触済,0
A02623,食品,小規模,営業開拓,情報収集,5,15,接触済,0
A02624,日用品,中規模,紹介,資料請求,0,89,未接触,0
A02625,食品,大規模,Web問い合わせ,サンプル依頼,2,57,契約,1
A02626,化粧品,小規模,Web問い合わせ,資料請求,4,42,接触済,0
A02627,化粧品,中規模,Web問い合わせ,サンプル依頼,2,39,接触済,0
A02628,研究開発,小規模,展示会,資料請求,1,44,契約,1
A02629,日用品,小規模,営業開拓,情報収集,2,23,接触済,0
A02630,その他,中規模,Web問い合わせ,資料請求,1,1,接触済,0
