opportunity_id,customer_id,stage,contracted,days_since_contact
OPP-A02105,A02105,商談,0,100
OPP-A02106,A02106,契約,1,60
OPP-A02107,A02107,接触済,0,11
OPP-A02108,A02108,接触済,0,102
OPP-A02109,A02109,接触済,0,117
OPP-A02110,A02110,接触済,0,79
OPP-A02111,A02111,接触済,0,108
OPP-A02112,A02112,接触済,0,108
OPP-A02113,A02113,接触済,0,9
OPP-A02114,A02114,接触済,0,96
OPP-A02115,A02115,接触済,0,54
OPP-A02116,A02116,接触済,0,5
OPP-A02117,A02117,接触済,0,9
OPP-A02118,A02118,接触済,0,106
OPP-A02119,A02119,接触済,0,102
OPP-A02120,A02120,契約,1,11
OPP-A02121,A02121,接触済,0,53
OPP-A02122,A02122,未接触,0,42
OPP-A02123,A02123,未接触,0,83
OPP-A02124,A02124,接触済,0,46
OPP-A02125,A02125,接触済,0,1
OPP-A02126,A02126,接触済,0,51
OPP-A02127,A02127,契約,1,77
OPP-A02128,A02128,接触済,0,107
OPP-A02129,A02129,接触済,0,94
OPP-A02130,A02130,接触済,0,105
OPP-A02131,A02131,接触済,0,68
OPP-A02132,A02132,接触済,0,5
OPP-A02133,A02133,接触済,0,32
OPP-A02134,A02134,接触済,0,119
OPP-A02135,A02135,接触済,0,78
OPP-A02136,A02136,接触済,0,1
OPP-A02137,A02137,接触済,0,55
OPP-A02138,A02138,接触済,0,25
OPP-A02139,A02139,接触済,0,89
OPP-A02140,A02140,接触済,0,25
OPP-A02141,A02141,契約,1,97
OPP-A02142,A02142,接触済,0,86
OPP-A02143,A02143,接触済,0,77
OPP-A02144,A02144,未接触,0,27
OPP-A02145,A02145,接触済,0,64
OPP-A02146,A02146,接触済,0,62
OPP-A02147,A02147,接触済,0,62
OPP-A02148,A02148,接触済,0,78
OPP-A02149,A02149,接触済,0,71
OPP-A02150,A02150,接触済,0,25
OPP-A02151,A02151,契約,1,54
OPP-A02152,A02152,契約,1,68
OPP-A02153,A02153,接触済,0,97
OPP-A02154,A02154,接触済,0,8
OPP-A02155,A02155,接触済,0,46
OPP-A02156,A02156,商談,0,13
OPP-A02157,A02157,接触済,0,42
OPP-A02158,A02158,接触済,0,63
OPP-A02159,A02159,接触済,0,91
OPP-A02160,A02160,接触済,0,114
OPP-A02161,A02161,接触済,0,22
OPP-A02162,A02162,接触済,0,119
OPP-A02163,A02163,契約,1,57
OPP-A02164,A02164,未接触,0,32
OPP-A02165,A02165,未接触,0,67
OPP-A02166,A02166,接触済,0,110
OPP-A02167,A02167,接触済,0,3
OPP-A02168,A02168,接触済,0,47
OPP-A02169,A02169,接触済,0,94
OPP-A02170,A02170,未接触,0,78
OPP-A02171,A02171,商談,0,12
OPP-A02172,A02172,接触済,0,78
OPP-A02173,A02173,契約,1,28
OPP-A02174,A02174,接触済,0,7
OPP-A02175,A02175,接触済,0,5
OPP-A02176,A02176,接触済,0,41
OPP-A02177,A02177,接触済,0,52
OPP-A02178,A02178,接触済,0,109
OPP-A02179,A02179,接触済,0,82
OPP-A02180,A02180,接触済,0,26
OPP-A02181,A02181,接触済,0,20
OPP-A02182,A02182,接触済,0,99
OPP-A02183,A02183,接触済,0,86
OPP-A02184,A02184,接触済,0,15
OPP-A02185,A02185,未接触,0,79
OPP-A02186,A02186,接触済,0,100
OPP-A02187,A02187,接触済,0,56
OPP-A02188,A02188,接触済,0,38
OPP-A02189,A02189,接触済,0,106
OPP-A02190,A02190,未接触,0,86
OPP-A02191,A02191,接触済,0,20
OPP-A02192,A02192,契約,1,72
OPP-A02193,A02193,接触済,0,29
OPP-A02194,A02194,接触済,0,55
OPP-A02195,A02195,接触済,0,113
OPP-A02196,A02196,接触済,0,119
OPP-A02197,A02197,接触済,0,95
OPP-A02198,A02198,接触済,0,13
OPP-A02199,A02199,接触済,0,66
OPP-A02200,A02200,接触済,0,31
OPP-A02201,A02201,契約,1,22
OPP-A02202,A02202,接触済,0,28
OPP-A02203,A02203,接触済,0,68
OPP-A02204,A02204,接触済,0,22
OPP-A02205,A02205,接触済,0,24
OPP-A02206,A02206,接触済,0,117
OPP-A02207,A02207,接触済,0,5
OPP-A02208,A02208,接触済,0,105
OPP-A02209,A02209,接触済,0,90
OPP-A02210,A02210,接触済,0,2
OPP-A02211,A02211,接触済,0,108
OPP-A02212,A02212,接触済,0,100
OPP-A02213,A02213,接触済,0,94
OPP-A02214,A02214,接触済,0,94
OPP-A02215,A02215,接触済,0,32
OPP-A02216,A02216,接触済,0,96
OPP-A02217,A02217,契約,1,79
OPP-A02218,A02218,接触済,0,82
OPP-A02219,A02219,接触済,0,30
OPP-A02220,A02220,接触済,0,22
OPP-A02221,A02221,未接触,0,19
OPP-A02222,A02222,接触済,0,63
OPP-A02223,A02223,接触済,0,23
OPP-A02224,A02224,未接触,0,81
OPP-A02225,A02225,接触済,0,109
OPP-A02226,A02226,接触済,0,119
OPP-A02227,A02227,接触済,0,61
OPP-A02228,A02228,接触済,0,116
OPP-A02229,A02229,接触済,0,24
OPP-A02230,A02230,契約,1,7
OPP-A02231,A02231,未接触,0,58
OPP-A02232,A02232,接触済,0,25
OPP-A02233,A02233,接触済,0,84
OPP-A02234,A02234,契約,1,21
OPP-A02235,A02235,未接触,0,97
OPP-A02236,A02236,接触済,0,112
OPP-A02237,A02237,接触済,0,104
OPP-A02238,A02238,接触済,0,57
OPP-A02239,A02239,接触済,0,10
OPP-A02240,A02240,接触済,0,10
OPP-A02241,A02241,接触済,0,105
OPP-A02242,A02242,接触済,0,9
OPP-A02243,A02243,未接触,0,102
OPP-A02244,A02244,接触済,0,58
OPP-A02245,A02245,接触済,0,51
OPP-A02246,A02246,接触済,0,108
OPP-A02247,A02247,接触済,0,91
OPP-A02248,A02248,接触済,0,20
OPP-A02249,A02249,接触済,0,108
OPP-A02250,A02250,未接触,0,110
OPP-A02251,A02251,接触済,0,66
OPP-A02252,A02252,接触済,0,68
OPP-A02253,A02253,契約,1,0
OPP-A02254,A02254,契約,1,22
OPP-A02255,A02255,接触済,0,92
OPP-A02256,A02256,接触済,0,57
OPP-A02257,A02257,接触済,0,60
OPP-A02258,A02258,接触済,0,119
OPP-A02259,A02259,接触済,0,86
OPP-A02260,A02260,接触済,0,21
OPP-A02261,A02261,接触済,0,67
OPP-A02262,A02262,接触済,0,5
OPP-A02263,A02263,接触済,0,39
OPP-A02264,A02264,接触済,0,105
OPP-A02265,A02265,接触済,0,8
OPP-A02266,A02266,接触済,0,23
OPP-A02267,A02267,接触済,0,108
OPP-A02268,A02268,接触済,0,78
OPP-A02269,A02269,接触済,0,2
OPP-A02270,A02270,接触済,0,91
OPP-A02271,A02271,接触済,0,7
OPP-A02272,A02272,接触済,0,76
OPP-A02273,A02273,接触済,0,83
OPP-A02274,A02274,接触済,0,9
OPP-A02275,A02275,未接触,0,37
OPP-A02276,A02276,接触済,0,20
OPP-A02277,A02277,接触済,0,99
OPP-A02278,A02278,未接触,0,76
OPP-A02279,A02279,接触済,0,66
OPP-A02280,A02280,接触済,0,58
OPP-A02281,A02281,契約,1,43
OPP-A02282,A02282,未接触,0,37
OPP-A02283,A02283,接触済,0,17
OPP-A02284,A02284,接触済,0,64
OPP-A02285,A02285,接触済,0,115
OPP-A02286,A02286,接触済,0,23
OPP-A02287,A02287,契約,1,76
OPP-A02288,A02288,接触済,0,73
OPP-A02289,A02289,商談,0,7
OPP-A02290,A02290,接触済,0,11
OPP-A02291,A02291,接触済,0,36
OPP-A02292,A02292,未接触,0,39
OPP-A02293,A02293,接触済,0,23
OPP-A02294,A02294,接触済,0,48
OPP-A02295,A02295,接触済,0,29
OPP-A02296,A02296,接触済,0,80
OPP-A02297,A02297,接触済,0,41
OPP-A02298,A02298,接触済,0,24
OPP-A02299,A02299,接触済,0,115
OPP-A02300,A02300,接触済,0,94
OPP-A02301,A02301,接触済,0,17
OPP-A02302,A02302,接触済,0,66
OPP-A02303,A02303,接触済,0,58
OPP-A02304,A02304,接触済,0,118
OPP-A02305,A02305,契約,1,85
OPP-A02306,A02306,接触済,0,55
OPP-A02307,A02307,接触済,0,9
OPP-A02308,A02308,接触済,0,18
OPP-A02309,A02309,接触済,0,101
OPP-A02310,A02310,接触済,0,39
OPP-A02311,A02311,接触済,0,37
OPP-A02312,A02312,接触済,0,0
OPP-A02313,A02313,接触済,0,99
OPP-A02314,A02314,接触済,0,90
OPP-A02315,A02315,接触済,0,110
OPP-A02316,A02316,接触済,0,45
OPP-A02317,A02317,接触済,0,105
OPP-A02318,A02318,接触済,0,113
OPP-A02319,A02319,接触済,0,91
OPP-A02320,A02320,接触済,0,113
OPP-A02321,A02321,未接触,0,45
OPP-A02322,A02322,接触済,0,81
OPP-A02323,A02323,接触済,0,75
OPP-A02324,A02324,接触済,0,67
OPP-A02325,A02325,契約,1,66
OPP-A02326,A02326,未接触,0,85
OPP-A02327,A02327,接触済,0,68
OPP-A02328,A02328,接触済,0,70
OPP-A02329,A02329,接触済,0,95
OPP-A02330,A02330,接触済,0,50
OPP-A02331,A02331,接触済,0,19
OPP-A02332,A02332,商談,0,4
OPP-A02333,A02333,接触済,0,81
OPP-A02334,A02334,接触済,0,86
OPP-A02335,A02335,接触済,0,74
OPP-A02336,A02336,接触済,0,54
OPP-A02337,A02337,接触済,0,2
OPP-A02338,A02338,接触済,0,23
OPP-A02339,A02339,接触済,0,26
OPP-A02340,A02340,接触済,0,55
OPP-A02341,A02341,接触済,0,41
OPP-A02342,A02342,接触済,0,25
OPP-A02343,A02343,接触済,0,16
OPP-A02344,A02344,未接触,0,111
OPP-A02345,A02345,接触済,0,104
OPP-A02346,A02346,未接触,0,11
OPP-A02347,A02347,接触済,0,91
OPP-A02348,A02348,接触済,0,106
OPP-A02349,A02349,接触済,0,75
OPP-A02350,A02350,接触済,0,120
OPP-A02351,A02351,接触済,0,7
OPP-A02352,A02352,接触済,0,9
OPP-A02353,A02353,接触済,0,37
OPP-A02354,A02354,接触済,0,51
OPP-A02355,A02355,接触済,0,15
OPP-A02356,A02356,接触済,0,39
OPP-A02357,A02357,未接触,0,59
OPP-A02358,A02358,接触済,0,31
OPP-A02359,A02359,接触済,0,49
OPP-A02360,A02360,接触済,0,102
OPP-A02361,A02361,接触済,0,25
OPP-A02362,A02362,接触済,0,68
OPP-A02363,A02363,接触済,0,65
OPP-A02364,A02364,接触済,0,111
OPP-A02365,A02365,接触済,0,20
OPP-A02366,A02366,接触済,0,44
OPP-A02367,A02367,接触済,0,91
OPP-A02368,A02368,接触済,0,31
OPP-A02369,A02369,接触済,0,82
OPP-A02370,A02370,接触済,0,99
OPP-A02371,A02371,契約,1,43
OPP-A02372,A02372,契約,1,29
OPP-A02373,A02373,接触済,0,84
OPP-A02374,A02374,契約,1,89
OPP-A02375,A02375,接触済,0,72
OPP-A02376,A02376,接触済,0,53
OPP-A02377,A02377,契約,1,98
OPP-A02378,A02378,接触済,0,90
OPP-A02379,A02379,接触済,0,76
OPP-A02380,A02380,接触済,0,69
OPP-A02381,A02381,接触済,0,50
OPP-A02382,A02382,接触済,0,118
OPP-A02383,A02383,接触済,0,34
OPP-A02384,A02384,接触済,0,8
OPP-A02385,A02385,接触済,0,80
OPP-A02386,A02386,接触済,0,7
OPP-A02387,A02387,契約,1,63
OPP-A02388,A02388,接触済,0,63
OPP-A02389,A02389,接触済,0,113
OPP-A02390,A02390,接触済,0,36
OPP-A02391,A02391,未接触,0,79
OPP-A02392,A02392,接触済,0,75
OPP-A02393,A02393,接触済,0,53
OPP-A02394,A02394,接触済,0,42
OPP-A02395,A02395,接触済,0,70
OPP-A02396,A02396,接触済,0,62
OPP-A02397,A02397,接触済,0,19
OPP-A02398,A02398,接触済,0,11
OPP-A02399,A02399,未接触,0,82
OPP-A02400,A02400,接触済,0,115
OPP-A02401,A02401,接触済,0,96
OPP-A02402,A02402,接触済,0,1
OPP-A02403,A02403,接触済,0,14
OPP-A02404,A02404,接触済,0,30
OPP-A02405,A02405,接触済,0,109
OPP-A02406,A02406,接触済,0,1
OPP-A02407,A02407,接触済,0,118
OPP-A02408,A02408,接触済,0,15
OPP-A02409,A02409,接触済,0,47
OPP-A02410,A02410,接触済,0,118
OPP-A02411,A02411,接触済,0,24
OPP-A02412,A02412,接触済,0,87
OPP-A02413,A02413,接触済,0,44
OPP-A02414,A02414,接触済,0,107
OPP-A02415,A02415,接触済,0,35
OPP-A02416,A02416,接触済,0,86
OPP-A02417,A02417,接触済,0,2
OPP-A02418,A02418,接触済,0,28
OPP-A02419,A02419,接触済,0,100
OPP-A02420,A02420,商談,0,18
OPP-A02421,A02421,接触済,0,47
OPP-A02422,A02422,接触済,0,10
OPP-A02423,A02423,接触済,0,55
OPP-A02424,A02424,接触済,0,115
OPP-A02425,A02425,接触済,0,43
OPP-A02426,A02426,接触済,0,111
OPP-A02427,A02427,接触済,0,15
OPP-A02428,A02428,接触済,0,48
OPP-A02429,A02429,接触済,0,93
OPP-A02430,A02430,接触済,0,93
OPP-A02431,A02431,接触済,0,91
OPP-A02432,A02432,接触済,0,96
OPP-A02433,A02433,契約,1,30
OPP-A02434,A02434,接触済,0,117
OPP-A02435,A02435,接触済,0,49
OPP-A02436,A02436,未接触,0,19
OPP-A02437,A02437,接触済,0,98
OPP-A02438,A02438,接触済,0,75
OPP-A02439,A02439,接触済,0,8
OPP-A02440,A02440,未接触,0,63
OPP-A02441,A02441,接触済,0,61
OPP-A02442,A02442,契約,1,15
OPP-A02443,A02443,接触済,0,80
OPP-A02444,A02444,接触済,0,103
OPP-A02445,A02445,接触済,0,89
OPP-A02446,A02446,未接触,0,85
OPP-A02447,A02447,未接触,0,90
OPP-A02448,A02448,商談,0,12
OPP-A02449,A02449,接触済,0,9
OPP-A02450,A02450,接触済,0,12
OPP-A02451,A02451,接触済,0,110
OPP-A02452,A02452,接触済,0,84
OPP-A02453,A02453,接触済,0,32
OPP-A02454,A02454,接触済,0,54
OPP-A02455,A02455,接触済,0,46
OPP-A02456,A02456,接触済,0,55
OPP-A02457,A02457,未接触,0,120
OPP-A02458,A02458,未接触,0,52
OPP-A02459,A02459,接触済,0,19
OPP-A02460,A02460,接触済,0,95
OPP-A02461,A02461,契約,1,69
OPP-A02462,A02462,接触済,0,52
OPP-A02463,A02463,接触済,0,107
OPP-A02464,A02464,接触済,0,73
OPP-A02465,A02465,接触済,0,18
OPP-A02466,A02466,接触済,0,90
OPP-A02467,A02467,接触済,0,19
OPP-A02468,A02468,接触済,0,109
OPP-A02469,A02469,契約,1,2
OPP-A02470,A02470,接触済,0,120
OPP-A02471,A02471,接触済,0,73
OPP-A02472,A02472,接触済,0,91
OPP-A02473,A02473,未接触,0,107
OPP-A02474,A02474,接触済,0,23
OPP-A02475,A02475,接触済,0,60
OPP-A02476,A02476,接触済,0,8
OPP-A02477,A02477,未接触,0,62
OPP-A02478,A02478,接触済,0,107
OPP-A02479,A02479,接触済,0,55
OPP-A02480,A02480,接触済,0,95
OPP-A02481,A02481,接触済,0,20
OPP-A02482,A02482,接触済,0,5
OPP-A02483,A02483,接触済,0,73
OPP-A02484,A02484,接触済,0,54
OPP-A02485,A02485,接触済,0,50
OPP-A02486,A02486,接触済,0,84
OPP-A02487,A02487,接触済,0,45
OPP-A02488,A02488,接触済,0,83
OPP-A02489,A02489,接触済,0,66
OPP-A02490,A02490,接触済,0,38
OPP-A02491,A02491,接触済,0,37
OPP-A02492,A02492,接触済,0,91
OPP-A02493,A02493,接触済,0,49
OPP-A02494,A02494,接触済,0,57
OPP-A02495,A02495,接触済,0,66
OPP-A02496,A02496,接触済,0,16
OPP-A02497,A02497,接触済,0,7
OPP-A02498,A02498,接触済,0,103
OPP-A02499,A02499,接触済,0,47
OPP-A02500,A02500,契約,1,70
OPP-A02501,A02501,接触済,0,74
OPP-A02502,A02502,契約,1,27
OPP-A02503,A02503,未接触,0,83
OPP-A02504,A02504,接触済,0,99
OPP-A02505,A02505,接触済,0,71
OPP-A02506,A02506,接触済,0,35
OPP-A02507,A02507,接触済,0,87
OPP-A02508,A02508,接触済,0,67
OPP-A02509,A02509,接触済,0,82
OPP-A02510,A02510,接触済,0,113
OPP-A02511,A02511,接触済,0,52
OPP-A02512,A02512,未接触,0,50
OPP-A02513,A02513,未接触,0,82
OPP-A02514,A02514,接触済,0,74
OPP-A02515,A02515,接触済,0,34
OPP-A02516,A02516,接触済,0,92
OPP-A02517,A02517,接触済,0,8
OPP-A02518,A02518,接触済,0,15
OPP-A02519,A02519,接触済,0,107
OPP-A02520,A02520,未接触,0,101
OPP-A02521,A02521,商談,0,82
OPP-A02522,A02522,接触済,0,70
OPP-A02523,A02523,接触済,0,11
OPP-A02524,A02524,接触済,0,70
OPP-A02525,A02525,接触済,0,101
OPP-A02526,A02526,接触済,0,85
OPP-A02527,A02527,接触済,0,72
OPP-A02528,A02528,接触済,0,28
OPP-A02529,A02529,契約,1,68
OPP-A02530,A02530,接触済,0,52
OPP-A02531,A02531,接触済,0,92
OPP-A02532,A02532,接触済,0,21
OPP-A02533,A02533,接触済,0,102
OPP-A02534,A02534,接触済,0,78
OPP-A02535,A02535,接触済,0,63
OPP-A02536,A02536,接触済,0,53
OPP-A02537,A02537,接触済,0,51
OPP-A02538,A02538,接触済,0,115
OPP-A02539,A02539,接触済,0,7
OPP-A02540,A02540,接触済,0,50
OPP-A02541,A02541,接触済,0,70
OPP-A02542,A02542,接触済,0,47
OPP-A02543,A02543,接触済,0,61
OPP-A02544,A02544,接触済,0,41
OPP-A02545,A02545,接触済,0,21
OPP-A02546,A02546,接触済,0,105
OPP-A02547,A02547,契約,1,73
OPP-A02548,A02548,接触済,0,11
OPP-A02549,A02549,接触済,0,8
OPP-A02550,A02550,未接触,0,60
OPP-A02551,A02551,接触済,0,104
OPP-A02552,A02552,接触済,0,107
OPP-A02553,A02553,接触済,0,52
OPP-A02554,A02554,接触済,0,3
OPP-A02555,A02555,接触済,0,38
OPP-A02556,A02556,接触済,0,56
OPP-A02557,A02557,接触済,0,28
OPP-A02558,A02558,接触済,0,44
OPP-A02559,A02559,接触済,0,86
OPP-A02560,A02560,接触済,0,104
OPP-A02561,A02561,接触済,0,71
OPP-A02562,A02562,接触済,0,49
OPP-A02563,A02563,接触済,0,36
OPP-A02564,A02564,接触済,0,57
OPP-A02565,A02565,接触済,0,114
OPP-A02566,A02566,商談,0,45
OPP-A02567,A02567,接触済,0,25
OPP-A02568,A02568,接触済,0,97
OPP-A02569,A02569,接触済,0,4
OPP-A02570,A02570,接触済,0,88
OPP-A02571,A02571,契約,1,18
OPP-A02572,A02572,接触済,0,102
OPP-A02573,A02573,接触済,0,69
OPP-A02574,A02574,接触済,0,58
OPP-A02575,A02575,接触済,0,111
OPP-A02576,A02576,未接触,0,93
OPP-A02577,A02577,未接触,0,106
OPP-A02578,A02578,接触済,0,5
OPP-A02579,A02579,接触済,0,112
OPP-A02580,A02580,契約,1,67
OPP-A02581,A02581,接触済,0,11
OPP-A02582,A02582,接触済,0,92
OPP-A02583,A02583,未接触,0,3
OPP-A02584,A02584,接触済,0,92
OPP-A02585,A02585,契約,1,6
OPP-A02586,A02586,接触済,0,106
OPP-A02587,A02587,接触済,0,100
OPP-A02588,A02588,接触済,0,77
OPP-A02589,A02589,未接触,0,25
OPP-A02590,A02590,接触済,0,45
OPP-A02591,A02591,接触済,0,120
OPP-A02592,A02592,接触済,0,113
OPP-A02593,A02593,接触済,0,112
OPP-A02594,A02594,接触済,0,116
OPP-A02595,A02595,接触済,0,1
OPP-A02596,A02596,接触済,0,68
OPP-A02597,A02597,接触済,0,24
OPP-A02598,A02598,接触済,0,74
OPP-A02599,A02599,接触済,0,9
OPP-A02600,A02600,接触済,0,23
OPP-A02601,A02601,接触済,0,22
OPP-A02602,A02602,接触済,0,72
OPP-A02603,A02603,接触済,0,55
OPP-A02604,A02604,契約,1,48
OPP-A02605,A02605,接触済,0,22
OPP-A02606,A02606,接触済,0,27
OPP-A02607,A02607,接触済,0,58
OPP-A02608,A02608,接触済,0,86
OPP-A02609,A02609,接触済,0,29
OPP-A02610,A02610,接触済,0,14
OPP-A02611,A02611,未接触,0,2
OPP-A02612,A02612,契約,1,96
OPP-A02613,A02613,接触済,0,29
OPP-A02614,A02614,接触済,0,76
OPP-A02615,A02615,接触済,0,112
OPP-A02616,A02616,接触済,0,117
OPP-A02617,A02617,接触済,0,17
OPP-A02618,A02618,接触済,0,62
OPP-A02619,A02619,契約,1,46
OPP-A02620,A02620,接触済,0,30
OPP-A02621,A02621,接触済,0,110
OPP-A02622,A02622,接触済,0,24
OPP-A02623,A02623,接触済,0,15
OPP-A02624,A02624,未接触,0,89
OPP-A02625,A02625,契約,1,57
OPP-A02626,A02626,接触済,0,42
OPP-A02627,A02627,接触済,0,39
OPP-A02628,A02628,契約,1,44
OPP-A02629,A02629,接触済,0,23
OPP-A02630,A02630,接触済,0,1
OPP-A02631,A02631,接触済,0,16
OPP-A02632,A02632,接触済,0,110
OPP-A02633,A02633,接触済,0,41
OPP-A02634,A02634,未接触,0,116
OPP-A02635,A02635,接触済,0,93
OPP-A02636,A02636,接触済,0,21
OPP-A02637,A02637,接触済,0,33
OPP-A02638,A02638,未接触,0,102
OPP-A02639,A02639,接触済,0,114
OPP-A02640,A02640,契約,1,71
OPP-A02641,A02641,接触済,0,50
OPP-A02642,A02642,接触済,0,74
OPP-A02643,A02643,接触済,0,111
OPP-A02644,A02644,接触済,0,75
OPP-A02645,A02645,接触済,0,12
OPP-A02646,A02646,接触済,0,68
OPP-A02647,A02647,接触済,0,37
OPP-A02648,A02648,接触済,0,104
OPP-A02649,A02649,契約,1,36
OPP-A02650,A02650,接触済,0,61
OPP-A02651,A02651,未接触,0,23
OPP-A02652,A02652,接触済,0,104
OPP-A02653,A02653,接触済,0,16
OPP-A02654,A02654,接触済,0,8
OPP-A02655,A02655,接触済,0,48
OPP-A02656,A02656,契約,1,30
OPP-A02657,A02657,接触済,0,83
OPP-A02658,A02658,接触済,0,83
OPP-A02659,A02659,接触済,0,43
OPP-A02660,A02660,接触済,0,4
OPP-A02661,A02661,接触済,0,44
OPP-A02662,A02662,契約,1,104
OPP-A02663,A02663,接触済,0,51
OPP-A02664,A02664,接触済,0,98
OPP-A02665,A02665,接触済,0,41
OPP-A02666,A02666,接触済,0,73
OPP-A02667,A02667,接触済,0,119
OPP-A02668,A02668,接触済,0,116
OPP-A02669,A02669,接触済,0,116
OPP-A02670,A02670,接触済,0,64
OPP-A02671,A02671,接触済,0,100
OPP-A02672,A02672,接触済,0,112
OPP-A02673,A02673,接触済,0,54
OPP-A02674,A02674,接触済,0,47
OPP-A02675,A02675,接触済,0,28
OPP-A02676,A02676,接触済,0,70
OPP-A02677,A02677,接触済,0,61
OPP-A02678,A02678,接触済,0,20
OPP-A02679,A02679,接触済,0,78
OPP-A02680,A02680,接触済,0,74
OPP-A02681,A02681,接触済,0,43
OPP-A02682,A02682,契約,1,119
OPP-A02683,A02683,接触済,0,94
OPP-A02684,A02684,接触済,0,39
OPP-A02685,A02685,未接触,0,34
OPP-A02686,A02686,契約,1,16
OPP-A02687,A02687,契約,1,120
OPP-A02688,A02688,未接触,0,66
OPP-A02689,A02689,接触済,0,24
OPP-A02690,A02690,接触済,0,4
OPP-A02691,A02691,接触済,0,100
OPP-A02692,A02692,接触済,0,58
OPP-A02693,A02693,接触済,0,46
OPP-A02694,A02694,未接触,0,39
OPP-A02695,A02695,接触済,0,77
OPP-A02696,A02696,接触済,0,102
OPP-A02697,A02697,接触済,0,70
OPP-A02698,A02698,接触済,0,74
OPP-A02699,A02699,接触済,0,109
OPP-A02700,A02700,接触済,0,87
OPP-A02701,A02701,接触済,0,60
OPP-A02702,A02702,接触済,0,9
OPP-A02703,A02703,接触済,0,105
OPP-A02704,A02704,接触済,0,87
OPP-A02705,A02705,接触済,0,9
OPP-A02706,A02706,接触済,0,26
OPP-A02707,A02707,接触済,0,118
OPP-A02708,A02708,接触済,0,118
OPP-A02709,A02709,商談,0,4
OPP-A02710,A02710,接触済,0,83
OPP-A02711,A02711,接触済,0,19
OPP-A02712,A02712,未接触,0,28
OPP-A02713,A02713,接触済,0,65
OPP-A02714,A02714,接触済,0,16
OPP-A02715,A02715,接触済,0,11
OPP-A02716,A02716,契約,1,41
OPP-A02717,A02717,接触済,0,94
OPP-A02718,A02718,接触済,0,52
OPP-A02719,A02719,未接触,0,99
OPP-A02720,A02720,未接触,0,12
OPP-A02721,A02721,接触済,0,72
OPP-A02722,A02722,接触済,0,103
OPP-A02723,A02723,契約,1,78
OPP-A02724,A02724,契約,1,61
OPP-A02725,A02725,接触済,0,112
OPP-A02726,A02726,接触済,0,11
OPP-A02727,A02727,接触済,0,51
OPP-A02728,A02728,接触済,0,13
OPP-A02729,A02729,接触済,0,4
OPP-A02730,A02730,接触済,0,16
OPP-A02731,A02731,接触済,0,61
OPP-A02732,A02732,接触済,0,83
OPP-A02733,A02733,未接触,0,44
OPP-A02734,A02734,接触済,0,30
OPP-A02735,A02735,未接触,0,68
OPP-A02736,A02736,接触済,0,119
OPP-A02737,A02737,接触済,0,8
OPP-A02738,A02738,接触済,0,23
OPP-A02739,A02739,接触済,0,119
OPP-A02740,A02740,接触済,0,48
OPP-A02741,A02741,接触済,0,97
OPP-A02742,A02742,接触済,0,72
OPP-A02743,A02743,接触済,0,54
OPP-A02744,A02744,接触済,0,13
OPP-A02745,A02745,接触済,0,62
OPP-A02746,A02746,接触済,0,53
OPP-A02747,A02747,契約,1,68
OPP-A02748,A02748,接触済,0,14
OPP-A02749,A02749,接触済,0,105
OPP-A02750,A02750,接触済,0,68
OPP-A02751,A02751,接触済,0,26
OPP-A02752,A02752,接触済,0,28
OPP-A02753,A02753,接触済,0,44
OPP-A02754,A02754,未接触,0,30
OPP-A02755,A02755,接触済,0,109
OPP-A02756,A02756,接触済,0,116
OPP-A02757,A02757,接触済,0,85
OPP-A02758,A02758,接触済,0,58
OPP-A02759,A02759,接触済,0,94
OPP-A02760,A02760,接触済,0,44
OPP-A02761,A02761,接触済,0,69
OPP-A02762,A02762,契約,1,98
OPP-A02763,A02763,接触済,0,74
OPP-A02764,A02764,接触済,0,20
OPP-A02765,A02765,接触済,0,67
OPP-A02766,A02766,未接触,0,34
OPP-A02767,A02767,契約,1,84
OPP-A02768,A02768,契約,1,108
OPP-A02769,A02769,接触済,0,99
OPP-A02770,A02770,接触済,0,104
OPP-A02771,A02771,接触済,0,116
OPP-A02772,A02772,接触済,0,17
OPP-A02773,A02773,接触済,0,81
OPP-A02774,A02774,接触済,0,106
OPP-A02775,A02775,接触済,0,69
OPP-A02776,A02776,接触済,0,34
OPP-A02777,A02777,接触済,0,98
OPP-A02778,A02778,接触済,0,59
OPP-A02779,A02779,接触済,0,42
OPP-A02780,A02780,接触済,0,69
OPP-A02781,A02781,接触済,0,114
OPP-A02782,A02782,契約,1,48
OPP-A02783,A02783,接触済,0,86
OPP-A02784,A02784,契約,1,25
OPP-A02785,A02785,接触済,0,84
OPP-A02786,A02786,契約,1,16
OPP-A02787,A02787,接触済,0,3
OPP-A02788,A02788,接触済,0,85
OPP-A02789,A02789,未接触,0,55
OPP-A02790,A02790,接触済,0,6
OPP-A02791,A02791,接触済,0,70
OPP-A02792,A02792,接触済,0,58
OPP-A02793,A02793,接触済,0,85
OPP-A02794,A02794,接触済,0,88
OPP-A02795,A02795,接触済,0,106
OPP-A02796,A02796,接触済,0,68
OPP-A02797,A02797,接触済,0,7
OPP-A02798,A02798,接触済,0,58
OPP-A02799,A02799,接触済,0,64
OPP-A02800,A02800,接触済,0,0
OPP-A02801,A02801,接触済,0,57
OPP-A02802,A02802,接触済,0,0
OPP-A02803,A02803,接触済,0,87
OPP-A02804,A02804,接触済,0,0
OPP-A02805,A02805,接触済,0,112
OPP-A02806,A02806,接触済,0,43
