customer_id,recency,frequency,monetary,stores_used,R_score,F_score,M_score,RFM_score,segment
C01647,43,20,40771,2,1,3,2,6,休眠・育成
C01648,27,23,42615,1,2,4,3,9,一般
C01649,31,21,36813,1,1,3,2,6,休眠・育成
C01650,21,39,101675,1,2,5,5,12,優良
C01651,1,22,47289,1,5,4,3,12,優良
C01652,37,9,20113,1,1,1,1,3,休眠・育成
C01653,9,23,53252,1,4,4,4,12,優良
C01654,11,16,28532,1,3,1,1,5,休眠・育成
C01655,12,14,33152,1,3,1,1,5,休眠・育成
C01656,4,25,50410,1,4,5,4,13,優良
C01657,13,26,54564,1,3,5,5,13,優良
C01658,25,19,37946,2,2,2,2,6,休眠・育成
C01659,11,20,50332,1,3,3,4,10,一般
C01660,50,17,32021,1,1,2,1,4,休眠・育成
C01661,2,31,65494,1,5,5,5,15,優良
C01662,1,14,34399,1,5,1,1,7,休眠・育成
C01663,25,23,42240,1,2,4,2,8,一般
C01664,1,21,44876,2,5,3,3,11,一般
C01665,3,17,27474,2,5,2,1,8,一般
C01666,5,23,51817,1,4,4,4,12,優良
C01667,51,19,36304,1,1,2,2,5,休眠・育成
C01668,24,22,45618,1,2,4,3,9,一般
C01669,4,25,55609,2,4,5,5,14,優良
C01670,43,27,56215,2,1,5,5,11,一般
C01671,25,21,55768,1,2,3,5,10,一般
C01672,9,17,46281,1,4,2,3,9,一般
C01673,7,20,39206,1,4,3,2,9,一般
C01674,1,20,42384,2,5,3,3,11,一般
C01675,11,18,36800,1,3,2,2,7,休眠・育成
C01676,11,26,52841,2,3,5,4,12,優良
C01677,16,20,41732,1,3,3,2,8,一般
C01678,28,24,55729,2,2,4,5,11,一般
C01679,13,25,63321,1,3,5,5,13,優良
C01680,9,31,67709,1,4,5,5,14,優良
C01681,2,20,45805,1,5,3,3,11,一般
C01682,10,27,63216,3,3,5,5,13,優良
C01683,2,21,44459,1,5,3,3,11,一般
C01684,15,18,33710,3,3,2,1,6,休眠・育成
C01685,16,27,51066,1,3,5,4,12,優良
C01686,30,14,33396,1,1,1,1,3,休眠・育成
C01687,14,23,41417,1,3,4,2,9,一般
C01688,1,29,55702,1,5,5,5,15,優良
C01689,7,18,38271,1,4,2,2,8,一般
C01690,22,21,41322,1,2,3,2,7,休眠・育成
C01691,15,21,58971,1,3,3,5,11,一般
C01692,77,17,36674,1,1,2,2,5,休眠・育成
C01693,12,16,37380,1,3,1,2,6,休眠・育成
C01694,37,20,57478,2,1,3,5,9,一般
C01695,5,27,51380,1,4,5,4,13,優良
C01696,12,22,43354,1,3,4,3,10,一般
C01697,1,25,57728,1,5,5,5,15,優良
C01698,58,23,44086,1,1,4,3,8,一般
C01699,7,23,43979,1,4,4,3,11,一般
C01700,14,18,40694,1,3,2,2,7,休眠・育成
C01701,26,20,43333,2,2,3,3,8,一般
C01702,3,24,52061,1,5,4,4,13,優良
C01703,10,25,56622,2,3,5,5,13,優良
C01704,1,20,44770,1,5,3,3,11,一般
C01705,34,24,51401,1,1,4,4,9,一般
C01706,9,18,46557,1,4,2,3,9,一般
C01707,10,24,49002,2,3,4,4,11,一般
C01708,7,18,39907,2,4,2,2,8,一般
C01709,36,13,29690,1,1,1,1,3,休眠・育成
C01710,3,20,34913,3,5,3,1,9,一般
C01711,2,25,55357,1,5,5,5,15,優良
C01712,2,27,61640,1,5,5,5,15,優良
C01713,20,17,33291,2,2,2,1,5,休眠・育成
C01714,56,10,26115,1,1,1,1,3,休眠・育成
C01715,19,17,30000,1,2,2,1,5,休眠・育成
C01716,44,23,66782,1,1,4,5,10,一般
C01717,106,16,34900,1,1,1,1,3,休眠・育成
C01718,32,21,46768,1,1,3,3,7,休眠・育成
C01719,14,23,59318,2,3,4,5,12,優良
C01720,14,29,73443,2,3,5,5,13,優良
C01721,32,16,29554,1,1,1,1,3,休眠・育成
C01722,25,10,18190,2,2,1,1,4,休眠・育成
C01723,45,8,16893,1,1,1,1,3,休眠・育成
C01724,1,27,52125,2,5,5,4,14,優良
C01725,17,23,43592,1,2,4,3,9,一般
C01726,1,22,55174,1,5,4,5,14,優良
C01727,22,19,43050,2,2,2,3,7,休眠・育成
C01728,3,21,50351,1,5,3,4,12,優良
C01729,19,21,46206,1,2,3,3,8,一般
C01730,12,22,53702,1,3,4,4,11,一般
C01731,1,20,37045,1,5,3,2,10,一般
C01732,3,21,42518,2,5,3,3,11,一般
C01733,41,20,43673,2,1,3,3,7,休眠・育成
C01734,8,19,52121,1,4,2,4,10,一般
C01735,27,14,31291,1,2,1,1,4,休眠・育成
C01736,4,17,38968,2,4,2,2,8,一般
C01737,12,11,28720,1,3,1,1,5,休眠・育成
C01738,24,15,47278,1,2,1,3,6,休眠・育成
C01739,1,22,49048,1,5,4,4,13,優良
C01740,19,18,45287,1,2,2,3,7,休眠・育成
C01741,7,25,50736,1,4,5,4,13,優良
C01742,38,20,40909,2,1,3,2,6,休眠・育成
C01743,12,22,58229,1,3,4,5,12,優良
C01744,20,11,28094,1,2,1,1,4,休眠・育成
C01745,15,18,32996,1,3,2,1,6,休眠・育成
C01746,6,8,23110,1,4,1,1,6,休眠・育成
C01747,15,19,43748,1,3,3,3,9,一般
C01748,65,23,44276,2,1,4,3,8,一般
C01749,11,28,63489,2,3,5,5,13,優良
C01750,11,23,51737,1,3,4,4,11,一般
C01751,15,33,80437,2,3,5,5,13,優良
C01752,12,18,39874,1,3,2,2,7,休眠・育成
C01753,35,20,47512,1,1,3,3,7,休眠・育成
C01754,7,20,47423,1,4,3,3,10,一般
C01755,5,11,25947,1,4,1,1,6,休眠・育成
C01756,30,18,45842,1,1,2,3,6,休眠・育成
C01757,5,13,26997,1,4,1,1,6,休眠・育成
C01758,27,25,51542,1,2,5,4,11,一般
C01759,1,26,49668,1,5,5,4,14,優良
C01760,2,25,49823,1,5,5,4,14,優良
C01761,4,27,51289,1,4,5,4,13,優良
C01762,52,14,30388,1,1,1,1,3,休眠・育成
C01763,24,17,45806,1,2,2,3,7,休眠・育成
C01764,13,19,38452,2,3,3,2,8,一般
C01765,15,31,62003,1,3,5,5,13,優良
C01766,16,23,57040,1,3,4,5,12,優良
C01767,9,23,51147,1,4,4,4,12,優良
C01768,18,24,44639,1,2,4,3,9,一般
C01769,5,22,49430,2,4,4,4,12,優良
C01770,7,17,41514,2,4,2,2,8,一般
C01771,18,27,57886,1,2,5,5,12,優良
C01772,1,30,55907,1,5,5,5,15,優良
C01773,34,15,30668,2,1,1,1,3,休眠・育成
C01774,21,33,70081,3,2,5,5,12,優良
C01775,14,14,24347,1,3,1,1,5,休眠・育成
C01776,10,13,22877,1,3,1,1,5,休眠・育成
C01777,6,27,54062,2,4,5,4,13,優良
C01778,39,17,31209,3,1,2,1,4,休眠・育成
C01779,14,16,47819,1,3,1,4,8,一般
C01780,52,30,76587,2,1,5,5,11,一般
C01781,5,16,45300,1,4,1,3,8,一般
C01782,43,24,62730,2,1,4,5,10,一般
C01783,7,20,42358,1,4,3,3,10,一般
C01784,20,18,37328,1,2,2,2,6,休眠・育成
C01785,17,17,35858,1,2,2,2,6,休眠・育成
C01786,11,22,44029,2,3,4,3,10,一般
C01787,1,17,33821,1,5,2,1,8,一般
C01788,4,16,26669,1,4,1,1,6,休眠・育成
C01789,10,26,55215,1,3,5,5,13,優良
C01790,1,17,35980,1,5,2,2,9,一般
C01791,4,18,53144,2,4,2,4,10,一般
C01792,1,17,33970,2,5,2,1,8,一般
C01793,9,16,34686,1,4,1,1,6,休眠・育成
C01794,42,14,32374,1,1,1,1,3,休眠・育成
C01795,13,25,56388,2,3,5,5,13,優良
C01796,3,15,31862,1,5,1,1,7,休眠・育成
C01797,28,20,52615,1,2,3,4,9,一般
C01798,24,19,36989,1,2,3,2,7,休眠・育成
C01799,6,16,32429,1,4,1,1,6,休眠・育成
C01800,7,18,43407,1,4,2,3,9,一般
C01801,2,28,51978,2,5,5,4,14,優良
C01802,17,21,51666,1,2,3,4,9,一般
C01803,4,20,45472,1,4,3,3,10,一般
C01804,10,15,33196,1,3,1,1,5,休眠・育成
C01805,29,22,43569,2,2,4,3,9,一般
C01806,62,24,47786,1,1,4,4,9,一般
C01807,6,22,45494,2,4,4,3,11,一般
C01808,33,18,28769,2,1,2,1,4,休眠・育成
C01809,25,11,24976,1,2,1,1,4,休眠・育成
C01810,11,25,57704,2,3,5,5,13,優良
C01811,71,12,27608,1,1,1,1,3,休眠・育成
C01812,22,15,43153,1,2,1,3,6,休眠・育成
C01813,4,20,40330,1,4,3,2,9,一般
C01814,42,11,25817,1,1,1,1,3,休眠・育成
C01815,23,36,87406,2,2,5,5,12,優良
C01816,9,25,50753,1,4,5,4,13,優良
C01817,16,25,57776,1,3,5,5,13,優良
C01818,8,19,43403,2,4,3,3,10,一般
C01819,34,20,50153,1,1,3,4,8,一般
C01820,22,18,47811,1,2,2,4,8,一般
C01821,19,23,47338,1,2,4,3,9,一般
C01822,7,21,56650,2,4,3,5,12,優良
C01823,20,24,61143,1,2,4,5,11,一般
C01824,1,19,45235,1,5,3,3,11,一般
C01825,15,18,50289,2,3,2,4,9,一般
C01826,17,18,40125,1,2,2,2,6,休眠・育成
C01827,23,23,51228,2,2,4,4,10,一般
C01828,2,18,31000,1,5,2,1,8,一般
C01829,25,29,66549,1,2,5,5,12,優良
C01830,1,18,41658,2,5,2,2,9,一般
C01831,70,17,31256,1,1,2,1,4,休眠・育成
C01832,12,24,59721,1,3,4,5,12,優良
C01833,11,24,56868,2,3,4,5,12,優良
C01834,6,19,43557,1,4,3,3,10,一般
C01835,3,29,62154,1,5,5,5,15,優良
C01836,11,24,54810,2,3,4,5,12,優良
C01837,4,17,38576,1,4,2,2,8,一般
C01838,5,19,47785,2,4,3,4,11,一般
C01839,1,11,22317,1,5,1,1,7,休眠・育成
C01840,7,27,67902,1,4,5,5,14,優良
C01841,1,19,41890,1,5,3,2,10,一般
C01842,4,21,49241,1,4,3,4,11,一般
C01843,50,11,20292,1,1,1,1,3,休眠・育成
C01844,28,14,25388,1,2,1,1,4,休眠・育成
C01845,6,20,42186,1,4,3,2,9,一般
C01846,1,17,32141,1,5,2,1,8,一般
C01847,53,17,40191,1,1,2,2,5,休眠・育成
C01848,80,21,36332,2,1,3,2,6,休眠・育成
C01849,28,21,45833,1,2,3,3,8,一般
C01850,4,23,49693,2,4,4,4,12,優良
C01851,17,22,44726,1,2,4,3,9,一般
C01852,26,22,51758,1,2,4,4,10,一般
C01853,1,14,36525,1,5,1,2,8,一般
C01854,4,21,49803,1,4,3,4,11,一般
C01855,3,20,44407,1,5,3,3,11,一般
C01856,1,18,41378,1,5,2,2,9,一般
C01857,43,25,52228,2,1,5,4,10,一般
C01858,5,17,41647,2,4,2,2,8,一般
C01859,25,31,71177,1,2,5,5,12,優良
C01860,87,22,44834,1,1,4,3,8,一般
C01861,10,28,74492,2,3,5,5,13,優良
C01862,3,26,51747,2,5,5,4,14,優良
C01863,17,23,44145,1,2,4,3,9,一般
C01864,34,17,46616,2,1,2,3,6,休眠・育成
C01865,29,13,34623,1,2,1,1,4,休眠・育成
C01866,15,28,66822,1,3,5,5,13,優良
C01867,16,20,46392,1,3,3,3,9,一般
C01868,14,20,39263,1,3,3,2,8,一般
C01869,19,14,25642,1,2,1,1,4,休眠・育成
C01870,3,21,54315,1,5,3,4,12,優良
C01871,10,17,41331,1,3,2,2,7,休眠・育成
C01872,7,20,48180,1,4,3,4,11,一般
C01873,9,30,62556,1,4,5,5,14,優良
C01874,3,28,63291,1,5,5,5,15,優良
C01875,32,17,41636,2,1,2,2,5,休眠・育成
C01876,20,14,41427,1,2,1,2,5,休眠・育成
C01877,21,30,58589,1,2,5,5,12,優良
C01878,3,19,49020,1,5,3,4,12,優良
C01879,27,19,42577,2,2,3,3,8,一般
C01880,14,19,44116,2,3,3,3,9,一般
C01881,23,17,38261,1,2,2,2,6,休眠・育成
C01882,5,25,53066,1,4,5,4,13,優良
C01883,46,17,35184,1,1,2,1,4,休眠・育成
C01884,99,13,26463,1,1,1,1,3,休眠・育成
C01885,6,18,31669,1,4,2,1,7,休眠・育成
C01886,29,23,54309,2,2,4,4,10,一般
C01887,5,22,58059,1,4,4,5,13,優良
C01888,14,25,55263,2,3,5,5,13,優良
C01889,10,21,39020,1,3,3,2,8,一般
C01890,45,18,41705,1,1,2,2,5,休眠・育成
C01891,8,25,55878,1,4,5,5,14,優良
C01892,9,23,52750,1,4,4,4,12,優良
C01893,17,22,43852,1,2,4,3,9,一般
C01894,4,15,36628,1,4,1,2,7,休眠・育成
C01895,19,22,49237,1,2,4,4,10,一般
C01896,16,24,49412,1,3,5,4,12,優良
C01897,12,19,40844,1,3,3,2,8,一般
C01898,18,17,34551,1,2,2,1,5,休眠・育成
C01899,20,22,43699,1,2,4,3,9,一般
C01900,2,23,45940,1,5,4,3,12,優良
C01901,25,22,41460,1,2,4,2,8,一般
C01902,1,27,61053,1,5,5,5,15,優良
C01903,4,17,31578,1,4,2,1,7,休眠・育成
C01904,38,14,31834,1,1,1,1,3,休眠・育成
C01905,32,32,66348,1,1,5,5,11,一般
C01906,2,16,31622,2,5,1,1,7,休眠・育成
C01907,13,19,47535,1,3,3,3,9,一般
C01908,18,17,40315,1,2,2,2,6,休眠・育成
C01909,30,13,33229,1,1,1,1,3,休眠・育成
C01910,16,20,40424,1,3,3,2,8,一般
C01911,20,25,51741,1,2,5,4,11,一般
C01912,4,25,59018,2,4,5,5,14,優良
C01913,5,28,57640,1,4,5,5,14,優良
C01914,22,21,42198,2,2,3,2,7,休眠・育成
C01915,30,15,31244,1,1,1,1,3,休眠・育成
C01916,2,29,76618,2,5,5,5,15,優良
C01917,46,19,37079,1,1,3,2,6,休眠・育成
C01918,11,29,69347,1,3,5,5,13,優良
C01919,16,34,76837,2,3,5,5,13,優良
C01920,12,14,25121,1,3,1,1,5,休眠・育成
C01921,19,25,54308,2,2,5,4,11,一般
C01922,31,17,32604,1,1,2,1,4,休眠・育成
C01923,9,18,28556,1,4,2,1,7,休眠・育成
C01924,46,16,31713,1,1,1,1,3,休眠・育成
C01925,61,17,35595,1,1,2,1,4,休眠・育成
C01926,45,25,58890,3,1,5,5,11,一般
C01927,47,17,33224,1,1,2,1,4,休眠・育成
C01928,25,15,42199,3,2,1,2,5,休眠・育成
C01929,8,26,56098,1,4,5,5,14,優良
C01930,20,21,54556,1,2,3,5,10,一般
C01931,88,15,33095,1,1,1,1,3,休眠・育成
C01932,34,20,46739,1,1,3,3,7,休眠・育成
C01933,5,24,50361,1,4,5,4,13,優良
C01934,50,17,35050,1,1,2,1,4,休眠・育成
C01935,24,22,40974,1,2,4,2,8,一般
C01936,7,20,46619,1,4,3,3,10,一般
C01937,29,22,46569,1,2,4,3,9,一般
C01938,3,17,36106,1,5,2,2,9,一般
C01939,27,23,46642,1,2,4,3,9,一般
C01940,18,18,45020,1,2,2,3,7,休眠・育成
C01941,1,18,40872,1,5,2,2,9,一般
C01942,1,24,48389,1,5,5,4,14,優良
C01943,2,23,42513,1,5,4,3,12,優良
C01944,21,31,67853,1,2,5,5,12,優良
C01945,59,18,37563,1,1,2,2,5,休眠・育成
C01946,25,21,43114,2,2,3,3,8,一般
C01947,6,29,63821,1,4,5,5,14,優良
C01948,7,17,44549,1,4,2,3,9,一般
C01949,10,12,28639,1,3,1,1,5,休眠・育成
C01950,4,21,49836,1,4,3,4,11,一般
C01951,10,16,33045,1,3,1,1,5,休眠・育成
C01952,18,30,64742,2,2,5,5,12,優良
C01953,12,26,56789,2,3,5,5,13,優良
C01954,5,30,61029,1,4,5,5,14,優良
C01955,11,18,38776,1,3,2,2,7,休眠・育成
C01956,7,24,63351,1,4,5,5,14,優良
C01957,56,10,26543,3,1,1,1,3,休眠・育成
C01958,8,19,44664,2,4,3,3,10,一般
C01959,1,22,44498,1,5,4,3,12,優良
C01960,15,21,52317,3,3,3,4,10,一般
C01961,38,12,31792,1,1,1,1,3,休眠・育成
C01962,10,18,45899,1,3,2,3,8,一般
C01963,42,16,30347,2,1,1,1,3,休眠・育成
C01964,58,22,45603,1,1,4,3,8,一般
C01965,37,18,42325,1,1,2,2,5,休眠・育成
C01966,21,19,34848,2,2,3,1,6,休眠・育成
C01967,42,17,44017,1,1,2,3,6,休眠・育成
C01968,66,19,34985,1,1,3,1,5,休眠・育成
C01969,52,15,26795,1,1,1,1,3,休眠・育成
C01970,79,14,28681,1,1,1,1,3,休眠・育成
C01971,6,24,49410,2,4,5,4,13,優良
C01972,5,24,53774,2,4,5,4,13,優良
C01973,3,23,48379,1,5,4,4,13,優良
C01974,1,29,58431,1,5,5,5,15,優良
C01975,18,20,42292,1,2,3,2,7,休眠・育成
C01976,25,21,45944,2,2,3,3,8,一般
C01977,8,17,39553,1,4,2,2,8,一般
C01978,31,15,29292,1,1,1,1,3,休眠・育成
C01979,40,22,48287,1,1,4,4,9,一般
C01980,17,22,50765,1,2,4,4,10,一般
C01981,5,20,44324,1,4,3,3,10,一般
C01982,19,13,28302,1,2,1,1,4,休眠・育成
C01983,2,14,33631,1,5,1,1,7,休眠・育成
C01984,41,14,30453,2,1,1,1,3,休眠・育成
C01985,4,21,43991,2,4,3,3,10,一般
C01986,31,19,35397,1,1,3,1,5,休眠・育成
C01987,20,25,61962,1,2,5,5,12,優良
C01988,35,19,34381,1,1,3,1,5,休眠・育成
C01989,3,25,58946,1,5,5,5,15,優良
C01990,4,15,31768,3,4,1,1,6,休眠・育成
C01991,28,22,47853,1,2,4,4,10,一般
C01992,4,32,81329,1,4,5,5,14,優良
C01993,17,16,40017,1,2,1,2,5,休眠・育成
C01994,9,20,41368,1,4,3,2,9,一般
C01995,31,20,39181,1,1,3,2,6,休眠・育成
C01996,13,24,49837,1,3,5,4,12,優良
C01997,36,21,49644,2,1,3,4,8,一般
C01998,50,18,40641,1,1,2,2,5,休眠・育成
C01999,56,24,55554,1,1,5,5,11,一般
C02000,9,24,51015,1,4,5,4,13,優良
